Date,Dataset,Method,Topic #,Top Words,LLM Label,Processing Time (s)
5/2/25 18:15,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),58,"run, large, dress, usually, small, petite, size, xx, lb, xs","""Clothing Sizes and Descriptions""",74.71
5/2/25 18:15,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),59,"short, waist, beach, hot, size, loose, cotton, pair, mean, fit",Summer Clothing,74.71
5/2/25 18:15,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),60,"poncho, itchy, fall, cozy, center, underneath, soft, right, warm, viewable","""Comfortable Autumn Attire""",74.71
5/2/25 18:15,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),61,"petite, regular, length, xs, ahead, xxs, lb, usually, prefer, sizing",Clothing Size and Fit Preferences,74.71
5/2/25 18:15,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),62,"jean, sneaker, pair, love, wonderful, compliment, cute, boyfriend, super, relaxed",Casual Fashion and Relationships,74.71
5/2/25 18:15,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),63,"cord, grey, pair, stretch, print, navy, scroll, color, ag, favorite","The words seem to revolve around themes related to textiles, design, and color. A fitting label for the topic could be ""Textile and Design Elements.""",74.71
5/2/25 18:15,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),64,"flattering, awesome, fit, true, super, hybrid, flat, great, disproportionate, flatter",Positive Descriptors and Comparisons,74.71
5/2/25 18:15,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),65,"dress, comfortable, glove, fit, occasion, evoke, wonderful, compliment, great, classroom",Fashion and Personal Style,74.71
5/2/25 18:15,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),66,"neck, neckline, manage, cowl, understate, apttenrs, warmed, purchae, smal, lay","Based on the provided words, a suitable short, descriptive label for the topic could be ""Clothing and Marketing Concepts."" This label captures the mix of fashion-related terms (neck, neckline, cowl) and business-related terms (manage, understate, generate, purchase). Note that some words, such as ""apttenrs"" and ""smal,"" appear to contain spelling errors and might slightly influence the interpretation.",74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),67,"jogger, holly, pair, just, loosen, band, comfortable, perfect, variety, comfy",Activewear and Comfort Clothing,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),68,"polyester, price, retailer, worth, expensive, cheap, market, niece, la, dress",Fashion Retail Pricing,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),69,"hop, tailored, high, brave, hosiery, exactly, fuzziness, waistline, trimming, exercise",Fashion and Fitness Trends,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),70,"sweatshirt, little, comfy, beige, car, die, live, purpose, moz, foldable",Casual Comfort and Purposeful Living,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),71,"collar, fir, resemble, stock, lump, finger, piece, rough, veterinarian, whiplash",Mixed Objects and Concepts,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),72,"sock, stay, foot, new, heel, product, sausage, calf, pair, sparkle",Clothing and Footwear Accessories,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),73,"turtleneck, neck, ribbing, snap, ribbed, layer, mock, unbutton, personal, variation","""Fashionable Knitwear and Fastenings""",74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),74,"kimono, simple, black, option, layering, colorful, volumnous, kaftan, cucumber, bando",Resort Fashion and Versatile Clothing Styles,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),75,"heel, flat, darkness, versatille, compliment, newport, tx, duller, wear, rec",Footwear and Fashion Accessories,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),76,"true, cute, granddaughter, flute, dapper, glad, size, woodland, developed, lounger","The words provided can be categorized under the topic ""Adjectives and Nouns in Daily Life."" This label captures the essence of the mix of descriptive adjectives like ""true,"" ""cute,"" and ""dapper,"" alongside common nouns such as ""granddaughter,"" ""flute,"" ""woodland,"" and ""lounger,"" highlighting elements found in everyday language and scenarios.",74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),77,"flow, flatter, highly, dress, moniker, nocal, platinum, flowy, wait, foundation","The words provided seem to relate to descriptions and concepts spanning fashion, movement, performance, and identity. A suitable descriptive label for the topic could be:

""Fashion and Personal Expression""",74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),78,"mail, soon, today, arrive, rep, receive, mailbox, dress, overlay, nervous","The topic could be labeled as ""Mail & Delivery Anticipation.""",74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),79,"thigh, leg, butt, calf, waist, area, balance, weird, hit, sizw",Lower body anatomy and movement issues,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),80,"lounge, cozy, warm, weather, house, guest, comfortable, cold, loun, jack","""Comfortable Living Spaces""",74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),81,"xl, match, version, shade, photo, red, model, true, tank, person","""Product Design and Development Concepts""",74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),82,"pocket, dress, sp, fit, goldish, lacks, planner, unnoticable, ruin, true",Fashion and Style Trends,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),83,"wrinkle, iron, steam, wrinkled, wrinkly, easily, wrinkling, returned, steamer, press",Clothing Care and Maintenance,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),84,"navy, white, cream, actually, background, yellow, description, shade, black, color",Color Palette and Descriptions,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),85,"boot, sandal, booty, tights, curious, bare, heel, winter, dress, cold",Footwear and Seasonal Clothing,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),86,"shoulder, stay, bee, neckline, safari, disappointedly, muscley, bearing, undefined, elastisized",Fashion and Fitness Terminology,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),87,"tank, bra, armhole, px, petitie, strap, form, opt, saundra, canton",Fashion and Clothing Terminology,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),88,"lavender, hair, color, red, blue, ivory, nicely, blonde, shade, hue",Hair Color and Shades,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),89,"print, weird, sampler, sharking, shifted, bumpkin, lily, proportion, thes, ordinarily",Eclectic Vocabulary Collection,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),90,"daughter, texturally, reto, buy, collage, lumberjack, campus, perforated, graduate, redhead",Mixed Bag of Unrelated Terms,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),91,"tweaking, color, conditioning, laughable, reasonably, semi, received, great, dull, fit","The provided words suggest a topic related to ""Quality and Modification."" This is inferred from words like ""tweaking,"" ""conditioning,"" ""reasonably,"" and ""generate,"" which relate to the improvement or alteration of objects or conditions. Additionally, words like ""laughable,"" ""received,"" ""great,"" and ""dull"" suggest evaluations or judgments, reinforcing the theme of assessing and modifying quality.",74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),92,"narrow, shoulder, seafolly, armhole, sleeve, long, halter, weird, girl, spell",Fashion and Apparel Design Terms,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),93,"plum, brown, cedar, color, neutral, stay, accurate, swlim, emobroidery, listed","""Color and Textile Description""",74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),94,"hoodie, hood, pullover, doesnt, shawl, approriate, gray, rubber, excellently, poncho",Casual Outerwear and Accessories,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),95,"arm, armpit, sleeves, dress, obvious, big, reveive, transformer, anthletic, collaboration",Clothing and Fashion Elements,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),96,"smell, chemical, wash, strong, vinegar, rid, odor, stink, away, sensitive",Odor Elimination and Sensitivity,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),97,"sewer, shapeless, sack, potato, hang, wrinkled, sinch, repacked, boxed, abundant","The topic could be labeled ""Disorganized Storage and Packaging.""",74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),98,"beach, cover, purpose, use, sheer, ups, wave, coverup, completely, tasting",Surfing and Beach Activities,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),99,"justice, dress, function, church, bodice, special, woodstock, towne, olde, poise",Historical Fashion and Social Trends,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),100,"wedding, shower, engagement, bridal, brunch, party, compliment, appropriate, transitional, special","""Pre-Wedding Celebrations and Etiquette""",74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),101,"cup, bust, problem, work, sayin, suction, expose, probably, hoist, everthing",Manual Labor and Communication Equipment,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),102,"tights, durable, pair, scotty, warm, season, shoe, winter, tree, ensemble",Winter Fashion Essentials,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),103,"legging, ankle, jean, bight, retailerplogie, dual, greyed, cue, clas, crispy",Fashion and Clothing Trends,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),104,"year, search, lemon, christmas, line, pas, saw, dress, upcoming, excited",Holiday Preparations and Anticipation,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),105,"cut, unsuited, hange, proportionally, tone, cancel, strange, flashy, wrong, odd","The words you provided could be labeled under the topic ""Incongruity and Rejection."" This label captures themes of mismatch (""unsuited,"" ""wrong,"" ""odd""), cessation (""cut,"" ""cancel""), and elements that stand out or deviate from the norm (""strange,"" ""flashy,"" ""tone"").",74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),106,"robe, chemise, lounge, shower, absorbent, unsecured, hemstitch, swamp, house, stumpy","The topic could be labeled as ""Home and Personal Care Essentials."" This label captures the essence of the items and attributes mentioned, including clothing (robe, chemise), home settings (lounge, house), and related aspects (shower, absorbent, unsecured, hemstitch).",74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),107,"coat, button, differnt, waiver, clinton, hilary, lent, weigh, err, waaay","The words provided can be loosely grouped into two categories: spelling (or typographical) errors and general terms. Here’s a breakdown:

1. **Spelling Errors or Variations:**
   - differnt (likely intended to be ""different"")
   - hilary (likely referring to ""Hillary"")
   - waaay (an informal extension of ""way"")

2. **General Terms:**
   - coat
   - button
   - waiver
   - clinton (likely referring to the surname ""Clinton"")
   - lent (could refer to the religious observance ""Lent"" or the past tense of ""lend"")
   - weigh
   - err (to make a mistake)

Based on this, a descriptive label for the topic could be ""Common Words and Typographical Variations.""",74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),108,"summer, light, attractively, workday, hot, nit, ar, ii, article, addition","""Seasonal Weather and Activities""",74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),109,"lars, byron, lip, dress, glove, woman, adorn, cervix, navigate, barrette",Fashion and Anatomy,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),110,"legging, jean, agitate, skinny, comfortable, contact, mohair, thinness, substance, loungewear",Clothing and Textiles,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),111,"sale, thrill, buy, york, daughter, price, beginning, omg, store, hi",Retail Experience,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),112,"cashmere, blue, justify, densest, thickest, warren, ov, ply, default, uppe","This collection of words suggests a topic related to ""Textiles and Fabric Characteristics."" The inclusion of words like ""cashmere,"" ""densest,"" ""thickest,"" and ""ply"" points towards fabric materials and qualities, while words like ""blue"" may suggest color options. Words like ""justify"" and ""default"" might relate to design or manufacturing processes, and ""warren"" could imply patterns or weaving techniques. ""Ov"" and ""uppe"" might be variations or fragments but could relate to industry jargon or specific stitching techniques.",74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),113,"tts, tt, approve, exclusively, surpass, lg, hubby, spot, fit, irl",Pop Culture and Technology Abbreviations,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),114,"stone, cloth, pocket, lately, deep, shotty, desirable, soft, qua, cell",Textural and Material Properties,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),115,"jumper, torso, somethin, complex, gateway, jum, wonderfully, repertoire, bei, waist",Clothing and Fashion Elements,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),116,"shirt, jean, coverup, henely, pair, denim, subtly, outfit, precious, effort",Casual Fashion and Apparel,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),117,"hang, grrr, alter, gravity, hanger, dotted, gamble, hanging, weighty, fabric",Physics and Textiles.,74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),118,"lift, torso, scarf, belly, cover, layering, unkept, print, awkwardness, wor","""Clothing and Body Aesthetics""",74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),119,"slit, side, sensational, beauitiful, lotus, markdown, sideways, gorgeous, cheek, unraveled","The words provided suggest a topic related to ""Aesthetics and Movement."" The words like ""sensational,"" ""beautiful,"" ""gorgeous,"" and ""lotus"" evoke ideas of beauty and appeal, while words like ""slit,"" ""side,"" ""sideways,"" and ""unraveled"" imply movement or positioning.",74.71
5/2/25 18:16,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),120,"huge, massive, moomoo, waste, pound, waaaaaay, laughing, hilarious, package, disappointed",Humor and Exaggeration in Everyday Situations,74.71
5/2/25 18:17,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),121,"fence, fade, clipdot, entire, itching, showcase, gr, coloration, itchiness, brighten","The words you provided can be grouped under the topic of ""Visual and Sensory Experiences."" This label captures the essence of words like ""fade,"" ""entire,"" ""itching,"" ""showcase,"" ""coloration,"" ""itchiness,"" and ""brighten,"" all of which suggest visual or sensory qualities. Words like ""fence,"" ""clipdot,"" and ""gr"" might fit less obviously, but can be associated with the context or objects that evoke these experiences.",74.71
5/2/25 18:17,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),122,"blazer, trip, duster, leather, necklace, casual, pocket, weekend, dark, added","""Fashion and Travel Essentials""",74.71
5/2/25 18:17,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),123,"hyphen, chino, stet, tall, lb, pocket, shut, perfectly, mustard, unpick",Casual Clothing and Accessories,74.71
5/2/25 18:17,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),124,"bust, moo, zipper, chest, certain, dress, ov, beauty, heel, nicely","The topic could be labeled as ""Fashion and Personal Care Terms.""",74.71
5/2/25 18:17,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),125,"true, shorty, exceptionally, contemporary, maintain, out, fit, rid, retro, disagree",Cultural and Lifestyle Concepts,74.71
5/2/25 18:17,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),126,"winter, day, cold, smar, aleardy, allowance, stops, month, debate, gray","""Winter Season and Daily Activities""",74.71
5/2/25 18:17,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),127,"compliment, cute, receive, bother, ton, blousey, theory, men, chemise, lot",Clothing and Social Interaction,74.71
5/2/25 18:17,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),128,"measurement, reference, photo, medium, mankind, humanity, portray, monitor, citizen, count","""Human Observation and Representation""",74.71
5/2/25 18:17,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),129,"petite, regular, xs, bagginess, xx, lb, jsut, px, short, shoulder",Clothing Size and Fit Descriptors,74.71
5/2/25 18:17,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),130,"petite, regular, knee, hop, hit, preschool, ev, tame, shld, length",Preschool Activities and Movement Descriptions,74.71
5/2/25 18:17,Womens Clothing E-Commerce Reviews.csv,BERTopic (LLM),131,"chest, mu, aghast, waify, poufs, dd, prairie, errands, bizarre, street",Quirky and Unusual Elements,74.71
5/2/25 18:25,Drug_Review_dataset_cleaned.csv,Top2Vec,1,"contraceptive, pill, contraception, pills, birthcontrol, progesterone, pregnancy, menopause, pregnant, hormonal, menstrual, gyn, iud, period, miscarriage, prozac, uterine, hormone, postpartum, tiredness, moodiness, nortriptyline, amitriptyline, obgyn, ovarian, endocrinologist, ritalin, gyno, endometriosis, estrogen, ssri, hysterectomy, placebo, nausea, appetite, antidepressant, symptom, routine, medication, monthly, prescription, libido, depressant, tenderness, prescribed, headaches, depo, breastfeed, xanax, depakote",Women's Reproductive and Mental Health,234.21
5/2/25 18:25,Drug_Review_dataset_cleaned.csv,Top2Vec,2,"acne, pimple, dermatologist, dermatitis, rosacea, moisturize, eczema, moisturizer, treatment, skin, blemish, breakout, accutane, remedy, lotion, cream, cleanser, ointment, rash, psoriasis, facial, treat, derm, makeup, forehead, clinic, cure, zoloft, allergy, microgestin, face, cleanse, peeling, peroxide, cipro, psoriatic, patch, botox, aspirin, peel, topical, pill, softener, allergic, prescribed, zit, consult, soreness, diagnose, heal","""Skincare and Dermatology""",234.21
5/2/25 18:25,Drug_Review_dataset_cleaned.csv,Top2Vec,3,"migraine, headache, headaches, tylenol, neuralgia, advil, remedy, prescribed, antihistamine, drowsiness, painkiller, pills, amitriptyline, ritalin, symptom, medication, prescription, pill, alprazolam, fibromyalgia, ache, tiredness, dizziness, ibuprofen, microgestin, nortriptyline, treatment, ssri, benadryl, xanax, neuropathy, diazepam, antidepressant, depressant, dosage, zyrtec, tinnitus, neurologist, alleviate, sleepiness, dizzy, lexapro, buspirone, seroquel, vertigo, mirtazapine, numbness, medicine, depakote, sertraline",Pain and Neurological Conditions Treatment,234.21
5/2/25 18:25,Drug_Review_dataset_cleaned.csv,Top2Vec,4,"iud, uterine, cramp, cramping, crampy, hysterectomy, contraceptive, uterus, contraception, birthcontrol, discomfort, endometriosis, miscarriage, tenderness, pelvic, pill, spotting, progesterone, postpartum, bleed, pain, mirena, bleeding, menstrual, pregnant, gyn, menopause, gynecologist, pregnancy, advil, ovarian, appointment, microgestin, pills, amitriptyline, painful, breastfeed, cervix, vaginal, soreness, fibromyalgia, nortriptyline, symptom, diagnose, hurt, painkiller, gyno, headache, headaches, drs",Women's Reproductive Health and Pain Management,234.21
5/2/25 18:25,Drug_Review_dataset_cleaned.csv,Top2Vec,5,"depressant, depression, depressive, antidepressant, depressed, depress, ssri, prozac, moodiness, medication, anxiety, ritalin, psychiatrist, relapse, pills, drowsiness, seroquel, affect, depakote, misery, sertraline, xanax, methadone, agitated, therapy, bipolar, mood, treatment, morphine, serotonin, alprazolam, suicidal, tiredness, stress, mirtazapine, zoloft, irritability, medicine, antipsychotic, prescribed, stressful, suicide, miserable, therapeutic, restlessness, psychologist, stressed, opioids, med, ambien",Mental Health and Psychopharmacology,234.21
5/2/25 18:25,Drug_Review_dataset_cleaned.csv,Top2Vec,6,"acne, contraceptive, pill, pimple, contraception, pills, menopause, birthcontrol, progesterone, hormonal, estrogen, gyn, accutane, hormone, menstrual, iud, breakout, cyclen, obgyn, microgestin, period, monthly, macrobid, gyno, uterine, cipro, pregnancy, blemish, ovarian, cycle, pregnant, depo, endometriosis, aspirin, amitriptyline, nortriptyline, prozac, tiredness, ssri, melatonin, vaginal, zoloft, placebo, ritalin, medication, supplement, gynecologist, fda, hysterectomy, headaches",Women's Health and Reproductive Medicine,234.21
5/2/25 18:25,Drug_Review_dataset_cleaned.csv,Top2Vec,7,"contraceptive, pill, contraception, menstrual, bleed, uterine, bleeding, period, spotting, cramp, endometriosis, cramping, pills, menopause, iud, gyn, crampy, progesterone, birthcontrol, miscarriage, amitriptyline, pregnancy, ovarian, gyno, nortriptyline, hysterectomy, pregnant, tampon, uterus, advil, gynecologist, monthly, tenderness, ovary, postpartum, cyclen, cycle, pelvic, tiredness, microgestin, hormonal, obgyn, depo, endocrinologist, ovulate, prescribed, headache, bruising, prescription, tylenol",Women's Reproductive Health and Menstrual Care,234.21
5/2/25 18:25,Drug_Review_dataset_cleaned.csv,Top2Vec,8,"diet, exercise, eat, routine, workout, pills, pill, supplement, appetite, skinny, lbs, fat, shrink, overweight, weight, cardio, eating, metabolism, lb, endocrinologist, weigh, weekly, march, carbs, tummy, amitriptyline, hunger, reduce, thin, adipex, placebo, thinner, health, week, craving, monthly, healthy, schedule, tylenol, lose, decrease, hydroxyzine, walking, plan, consume, tiredness, achieve, calorie, contraceptive, sertraline",Weight Management and Health Routine,234.21
5/2/25 18:25,Drug_Review_dataset_cleaned.csv,Top2Vec,9,"adhd, ritalin, adderall, medication, seroquel, stimulant, depakote, depressant, sertraline, prozac, drowsiness, prescribed, pills, treatment, ssri, antipsychotic, antidepressant, medicine, ambien, dosage, drug, prescription, risperidone, med, psychiatrist, sleepiness, xanax, tiredness, restlessness, irritability, pharmaceutical, diagnose, methadone, zoloft, tylenol, alprazolam, synthroid, morphine, bipolar, narcotic, opiate, depressive, drowsy, agitated, benzodiazepine, restless, hydroxyzine, moodiness, opioids, pill",Psychiatric and Mental Health Medications,234.21
5/2/25 18:25,Drug_Review_dataset_cleaned.csv,Top2Vec,10,"sleepiness, insomnia, sleep, sleeplessness, sleepless, nap, drowsiness, sleeping, slept, melatonin, asleep, bedtime, tiredness, restlessness, sleepy, drowsy, ambien, wake, restless, sertraline, bed, tired, awake, ritalin, nightly, tylenol, diazepam, xanax, night, sedation, pills, morning, caffeine, venlafaxine, fatigue, alprazolam, zoloft, zyrtec, relax, narcolepsy, relaxer, lidocaine, exhaustion, grogginess, medication, prozac, seroquel, mirtazapine, remedy, pill","Sleep and Wakefulness: Conditions, Medications, and Remedies",234.21
5/2/25 18:25,Drug_Review_dataset_cleaned.csv,Top2Vec,11,"contraceptive, nexplanon, pill, contraception, birthcontrol, progesterone, uterine, iud, spotting, implant, pills, menopause, menstrual, bleed, hysterectomy, bleeding, pregnancy, nortriptyline, pregnant, gyn, hormonal, period, depo, endometriosis, ovarian, microgestin, miscarriage, gyno, cyclen, estrogen, uterus, cervix, obgyn, monthly, tiredness, gynecologist, endocrinologist, tenderness, pimple, amitriptyline, postpartum, prescription, breastfeed, hormone, bruising, prescribed, tampon, headache, cramp, headaches",Women's Reproductive Health and Hormonal Management,234.21
5/2/25 18:25,Drug_Review_dataset_cleaned.csv,Top2Vec,12,"drowsiness, depressant, ritalin, restlessness, symptom, tiredness, prozac, sleepiness, alprazolam, moodiness, xanax, sertraline, depakote, headaches, drowsy, restless, diazepam, ambien, antidepressant, pills, anxiety, medication, ssri, irritability, seroquel, headache, affect, tylenol, nausea, advil, risperidone, morphine, melatonin, tremor, zoloft, adderall, painkiller, agitated, numbness, stimulant, mirtazapine, pill, antipsychotic, nervousness, dizziness, effexor, prescribed, neuralgia, amitriptyline, migraine",Psychotropic Medications and Side Effects,234.21
5/2/25 18:25,Drug_Review_dataset_cleaned.csv,Top2Vec,13,"contraception, contraceptive, pill, condom, pregnancy, pregnant, pills, progesterone, iud, gyn, menstrual, birthcontrol, ovule, uterine, menopause, gyno, ovulate, tampon, period, miscarriage, ovulation, ejaculate, vaginal, parenthood, fertile, symptom, hormonal, endometriosis, gynecologist, ambien, intercourse, obgyn, bleed, nausea, ovarian, depo, spotting, tenderness, cycle, nortriptyline, ejaculation, pelvic, amitriptyline, prozac, tiredness, alprazolam, xanax, uterus, plan, cramping",Reproductive Health and Menstrual Care,234.21
5/2/25 18:25,Drug_Review_dataset_cleaned.csv,Top2Vec,14,"sinusitis, allergy, antihistamine, remedy, sinus, asthma, zyrtec, allergic, benadryl, nasal, tylenol, advil, prescribed, antibiotic, treatment, drowsiness, symptom, sertraline, bronchitis, headache, headaches, coughing, sneeze, alleviate, medication, clonazepam, migraine, xanax, clindamycin, ambien, venlafaxine, amoxicillin, alprazolam, throat, tinnitus, dermatitis, reflux, mucus, risperidone, inhaler, accutane, dosage, claritin, prescription, apnea, vicodin, diazepam, ritalin, drowsy, cleanser",Medication and Treatment for Respiratory and Allergy-Related Conditions,234.21
5/2/25 18:25,Drug_Review_dataset_cleaned.csv,Top2Vec,15,"nausea, vomiting, nauseous, vomit, nauseated, tylenol, sickness, nauseate, drowsiness, symptom, irritability, alprazolam, xanax, pills, benadryl, antihistamine, diarrhea, advil, tiredness, prescribed, reflux, dizziness, remedy, phentermine, zyrtec, irritate, illness, pill, medication, fluoxetine, painkiller, prozac, appetite, diazepam, vertigo, laxative, indigestion, dosage, migraine, treatment, risperidone, ambien, agitation, benzodiazepine, ritalin, restlessness, constipation, detox, diarrhoea, alleviate",Pharmaceuticals and Side Effects of Medication,234.21
5/2/25 18:25,Drug_Review_dataset_cleaned.csv,Top2Vec,16,"uti, urination, bladder, urine, urinary, incontinence, treatment, prescribed, urinate, antibiotic, urologist, pills, pee, remedy, clindamycin, symptom, medication, tylenol, xanax, pill, laxative, ssri, drs, amitriptyline, diagnose, zyrtec, painkiller, infection, cipro, prescription, enema, advil, antihistamine, opiate, dosage, morphine, colitis, soreness, fibromyalgia, adderall, medicine, dr, constipation, ibuprofen, vicodin, diagnosis, pelvic, treat, doctor, nortriptyline",Urinary and Pain Management Treatments,234.21
5/2/25 18:25,Drug_Review_dataset_cleaned.csv,Top2Vec,17,"laxative, colonoscopy, tylenol, reflux, cleanse, bowel, drink, suppository, constipation, drank, cleanser, remedy, diarrhea, enema, sip, nauseous, constipate, soda, swallow, gatorade, juice, dosage, advil, indigestion, rinse, nausea, risperidone, pills, detox, vomit, drip, crohn, cocktail, burp, throat, diarrhoea, pill, incontinence, bloating, ibs, vomiting, intestinal, vicodin, sedation, gulp, thirsty, colitis, stomach, nauseated, symptom",Gastrointestinal Health and Treatments,234.21
5/2/25 18:25,Drug_Review_dataset_cleaned.csv,Top2Vec,18,"nicotine, smoking, smoker, quit, smoke, cigarette, relapse, withdrawal, addiction, sertraline, addict, pills, inhaler, methadone, chronic, xanax, craving, alprazolam, ssri, puff, sober, painkiller, coughing, diazepam, paxil, zyrtec, treatment, drug, addictive, habit, prozac, symptom, benzodiazepine, remission, pill, prescribed, health, crave, routine, ambien, benzos, withdraw, detox, chantix, concentrate, zoloft, stay, remedy, heroin, depressant",Substance Use and Addiction Management,234.21
5/2/25 18:25,Drug_Review_dataset_cleaned.csv,Top2Vec,19,"depo, contraceptive, contraception, progesterone, shot, iud, bleed, birthcontrol, pill, postpartum, depakote, menopause, bleeding, trigger, period, uterine, spotting, injection, pregnant, tampon, pregnancy, miscarriage, gyn, menstrual, pills, hormonal, bruising, gyno, shoot, estrogen, endometriosis, hysterectomy, macrobid, prescription, breastfeed, ssri, ovarian, bruise, prescribed, hormone, nortriptyline, parenthood, placebo, dosage, depressant, cramp, uterus, tenderness, microgestin, advil",Reproductive Health and Hormonal Treatments,234.21
